"node_id","parent_id","domain","node_type","title_ru","outcome","safety_class","execution_policy","prerequisite_node_ids","source_package_ids","materials_tools_state","instrument_ids","measurement_acceptance","calibration_reference","drawings_bom_state","localization_state","waste_storage","stop_conditions","maintenance_spares","successor_proof","evidence_required","evidence_state","capability_status","release_gate","notes","release_version"
"TD-FOOD-PRESERVATION","TD-FOOD","FOOD_AGRI","PROCESS","Безопасное сохранение пищи","Использовать только валидированные процессы по типу продукта и высоте","S2_TRAINED_SUPERVISED","TRAINED_SUPERVISED","TD-HARVEST-STORAGE|TD-BASE-METROLOGY|TD-BASE-SAFETY","PSP-046|SUP-LEA-034","MISSING_EQUIPMENT_AND_METHOD","INS-009|INS-011|INS-013|INS-015","Exact validated recipe; jar size; time; temperature or pressure and altitude rule met","Verified timer; thermometer; pressure gauge service where method requires","MISSING_PROCESS_PACKAGE","PORTUGAL_FOOD_RULES_AND_ALTITUDE_REQUIRED","Failed or suspect batches discarded safely","Deviation; seal failure; unknown acidity; pressure equipment issue; spoilage","Equipment inspection; seals; batch logs","Преемник follows one validated low-risk method and rejects deviation","Source section; batch log; instrument checks; acceptance","MISSING","MISSING","DENY","Не импровизировать low-acid canning","0.5-draft"
"TD-NUTRITION","TD-FOOD","FOOD_AGRI","TEST","Рацион и питательная достаточность","Проверить энергию; белок; жиры; ключевые микронутриенты и особые потребности","S2_TRAINED_SUPERVISED","TRAINED_SUPERVISED","TD-BASE-SAFETY|TD-BASE-INVENTORY","SUP-LEA-036|SUP-LEA-039","MISSING_PERSONAL_AND_STOCK_DATA","INS-009","Рацион рассчитан по людям; возрасту; состоянию; потерям и сезону; reviewed","Food composition data; scale; clinician/dietitian for medical needs","NOT_APPLICABLE","GROUP_HEALTH_PROFILE_REQUIRED","Spoilage and allergen controls","Medical diet; allergy; pregnancy; child or disease needs unresolved","Monthly stock balance and after composition change","Преемник пересчитывает week plan and flags deficit","Inputs; calculation; assumptions; professional review where needed","MISSING","MISSING","DENY","Калории не равны полноценному рациону","0.5-draft"
"TD-SHELTER","TD-ROOT","SHELTER","OUTCOME","Безопасное жильё; воздух и температурный режим","Сохранить выход; оболочку; вентиляцию; тепло или охлаждение без пожара и CO","S2_TRAINED_SUPERVISED","TRAINED_SUPERVISED","TD-BASE|TD-SHELTER-SURVEY|TD-EXITS-SHUTOFFS|TD-FIRE-CO|TD-VENTILATION|TD-THERMAL|TD-DRAINAGE|TD-SHELTER-SHELTER-IN-PLACE|TD-SHELTER-SAFE-ZONE|TD-SHELTER-ACCESSIBLE-EXIT|TD-SHELTER-SHUTOFF-WATER|TD-SHELTER-SHUTOFF-GAS|TD-SHELTER-SHUTOFF-ELECTRIC|TD-SHELTER-ALARMS|TD-SHELTER-EXTINGUISHER|TD-SHELTER-FIRE-BLANKET|TD-SHELTER-DARK-EXIT|TD-SHELTER-COLLAPSE|TD-SHELTER-HEAT-ZONE|TD-SHELTER-COLD-ZONE|TD-SHELTER-COMBUSTION-AIR|TD-SHELTER-LIGHT|TD-SHELTER-DEPENDENTS|TD-SHELTER-KITCHEN|TD-SHELTER-PESTS|TD-CONSTRUCTION","","MISSING_SITE_ASSETS","INS-001|INS-002|INS-013|INS-017|INS-021|INS-023|INS-024|INS-025|INS-071|INS-072","Safe zones; exits; temperature; humidity; air alarms and defects within reviewed limits","Certified detectors; checked thermometers; professional inspections","MISSING","ADDRESS_AND_BUILDING_REQUIRED","Building waste by known material class","Structural damage; gas; CO; smoke; unknown material; flood electricity","Seasonal inspection; detector replacement; envelope maintenance","Преемник performs drill and identifies no-go defects","Building file; inspections; logs; drills","MISSING","MISSING","DENY","Generic checklist is not a building assessment","0.5-draft"
"TD-SHELTER-SURVEY","TD-SHELTER","SHELTER","SITE_DATA","Технический паспорт здания","Зафиксировать конструкцию; materials; services; defects and safe access","S3_LICENSED_PROFESSIONAL","LICENSED_ONLY","TD-BASE-SITE|TD-BASE-SAFETY","SUP-PHY-042|SUP-PHY-043","MISSING_PRO_INSPECTIONS","INS-001|INS-002|INS-040","Current reports cover structure; roof; moisture; electrical; gas; fire; water and access","Qualified inspections and known survey control","MISSING_AS_BUILT","PORTUGAL_BUILDING_AND_OWNER_REQUIRED","Hazardous materials routed professionally","Cracking; movement; gas; live wiring; asbestos or unknown dust","By risk and after event","Преемник locates reports and escalation criteria","Reports; drawings; photos; defect register","MISSING","MISSING","DENY","Household visual survey does not authorize structural work","0.5-draft"
"TD-EXITS-SHUTOFFS","TD-SHELTER","SHELTER","DRAWING","План выходов и штатных отключений","Обеспечить безопасную эвакуацию и известные user-operable shutoffs","S1_LOW_RISK_HOUSEHOLD","HOUSEHOLD_S1_AFTER_GATE","TD-SHELTER-SURVEY|TD-BASE-DRAWINGS","","MISSING_BUILDING_PLAN","INS-001|INS-002|INS-040","Два выхода где возможно; paths clear; labels visible; only user-authorized shutoffs identified","Walk-through and timed drill; no opening of panels or gas work","MISSING","HOUSEHOLD_REQUIRED","Не применимо","Smoke; gas; structural damage; blocked path; unauthorized shutoff","Monthly clear-path check; semiannual drill","Преемник exits in darkness simulation and points to safe controls","Plan; photos; drill time; issues","MISSING","MISSING","DENY","Map template has zero printed copies","0.5-draft"
"TD-FIRE-CO","TD-SHELTER","SHELTER","OUTCOME","Пожар; дым и CO detection","Получить раннее предупреждение и выйти без поиска источника в опасной зоне","S1_LOW_RISK_HOUSEHOLD","HOUSEHOLD_S1_AFTER_GATE","TD-SHELTER-SURVEY|TD-BASE-INVENTORY","","DETECTORS_MISSING","INS-024|INS-071","Certified exact models; siting by manual; test button; dates; audible coverage and drill pass","Manufacturer test only; replacement date; independent alarm path","MISSING_SITING_PLAN","PORTUGAL_RULES_AND_BUILDING_REQUIRED","Expired detectors and batteries handled safely","Alarm; smoke; symptoms; heat; unknown combustion source","Test by manual; replacement by date; spare batteries if allowed","Преемник reacts; evacuates; calls 112 and does not investigate","Model manuals; install photos; tests; drill","MISSING","MISSING","DENY","CO example remains planned","0.5-draft"
"TD-VENTILATION","TD-SHELTER","SHELTER","PROCESS","Вентиляция и качество воздуха","Управлять влагой; CO2; particles and heat without introducing smoke or contaminants","S2_TRAINED_SUPERVISED","TRAINED_SUPERVISED","TD-SHELTER-SURVEY|TD-BASE-METROLOGY","","MISSING_AIRFLOW_ASSESSMENT","INS-017|INS-019|INS-023|INS-025","Room-specific airflow strategy; measurements; outdoor-air conditions and stop criteria recorded","Co-location checks; professional assessment where combustion or code applies","MISSING_AIRFLOW_DIAGRAM","PORTUGAL_BUILDING_REQUIRED","Filter disposal by contamination class","CO alarm; outdoor smoke; chemical release; mold; unsafe opening","Filter schedule; seasonal modes; fan spares","Преемник selects safe mode for three scenarios","Measurements; plan; maintenance; drill","MISSING","MISSING","DENY","CO2 monitor is not full air-safety proof","0.5-draft"
"TD-THERMAL","TD-SHELTER","SHELTER","OUTCOME","Безопасный тепловой режим","Поддержать допустимую температуру для людей; лекарств; воды and food","S2_TRAINED_SUPERVISED","TRAINED_SUPERVISED","TD-SHELTER-SURVEY|TD-ENERGY-LOADS|TD-BASE-METROLOGY","","MISSING_HEAT_BALANCE","INS-013|INS-014|INS-015|INS-017","Measured temperature and humidity stay within person-specific and asset limits through test period","Two-point thermometer comparison; independent non-combustion fallback","MISSING_ZONE_PLAN","GROUP_AND_CLIMATE_REQUIRED","Fuel and heating waste only by approved system","CO; fire; overheating; hypothermia; medical vulnerability; damaged heater","Seasonal test; spare blankets; seals; shading","Преемник establishes warm or cool room and records limits","Load test; temperatures; energy use; alarms","MISSING","MISSING","DENY","No combustion in living volume","0.5-draft"
"TD-DRAINAGE","TD-SHELTER","SHELTER","MAINTENANCE","Кровля; водоотвод и влагозащита","Не допустить разрушения и плесени из-за воды","S2_TRAINED_SUPERVISED","TRAINED_SUPERVISED","TD-SHELTER-SURVEY|TD-BASE-DRAWINGS","","MISSING_ROOF_AND_DRAIN_ASSESSMENT","INS-001|INS-002|INS-006|INS-040","Safe visual inspection; flow path; defects and maintenance plan documented","Known level/reversal check; professional roof or structural review","MISSING_DRAINAGE_PLAN","SITE_AND_RAINFALL_REQUIRED","Debris and contaminated materials routed safely","Height; live electrical; structural damage; asbestos; storm conditions","Before rainy season and after storm","Преемник inspects from safe location and escalates defects","Photos; plan; work orders; post-rain check","MISSING","MISSING","DENY","No roof climbing in household layer","0.5-draft"
"TD-ENERGY","TD-ROOT","ENERGY","OUTCOME","Энергия для критических функций","Питать приоритетные нагрузки с безопасным отключением and recovery","S3_LICENSED_PROFESSIONAL","LICENSED_ONLY","TD-BASE|TD-ENERGY-LOADS|TD-ENERGY-DC|TD-ENERGY-GENERATION|TD-ENERGY-STORAGE|TD-ENERGY-PROTECTION|TD-ENERGY-BLACKSTART|TD-ENERGY-LIGHT|TD-ENERGY-COMMS|TD-ENERGY-MEDICAL|TD-ENERGY-COLD-CHAIN|TD-ENERGY-LOAD-SHED|TD-ENERGY-FLASHLIGHT|TD-ENERGY-BATTERY-STANDARD|TD-ENERGY-POWERBANK|TD-ENERGY-SOURCE|TD-ENERGY-CHARGE|TD-ENERGY-FAILURE|TD-ENERGY-SPARES","","MISSING_SYSTEM","INS-045|INS-047|INS-048|INS-052|INS-053|INS-054","Measured Wh/day; autonomy; protection; isolation; thermal limits and black-start test pass","Reference meter; professional electrical inspection; OEM checks","MISSING_SINGLE_LINE_AND_BOM","PORTUGAL_ELECTRICAL_RULES_AND_SITE_REQUIRED","Batteries; electronics and fuel routed legally","Live mains; backfeed; damaged battery; heat; smoke; unknown wiring","Scheduled load test; firmware/manuals; spares; manual fallback","Qualified successor performs authorized start and shutdown","Single-line; BOM; inspection; logs; drill","MISSING","MISSING","DENY","Household may operate only exact user controls","0.5-draft"
"TD-ENERGY-LOADS","TD-ENERGY","ENERGY","TEST","Измеренный реестр нагрузок","Знать фактические Wh/day; surge; duty and priorities","S1_LOW_RISK_HOUSEHOLD","HOUSEHOLD_S1_AFTER_GATE","TD-BASE-INVENTORY|TD-BASE-METROLOGY","","MISSING_LOAD_MEASUREMENTS","INS-047|INS-052|INS-053","Each critical load has measured power; energy; duty; priority and manual alternative","Reference load or meter comparison within task range","NOT_APPLICABLE","EXACT_ASSETS_REQUIRED","Не применимо","Damaged cord; heat; mains access beyond plug-in approved meter","Seasonal and after asset change","Преемник recalculates budget from raw logs","Asset list; raw measurements; uncertainty; budget","MISSING","MISSING","DENY","Nameplate is not energy-use proof","0.5-draft"
"TD-ENERGY-DC","TD-ENERGY","ENERGY","DRAWING","Безопасная низковольтная DC архитектура","Стандартизировать маломощные loads; connectors; fusing and labels","S2_TRAINED_SUPERVISED","TRAINED_SUPERVISED","TD-ENERGY-LOADS|TD-BASE-DRAWINGS|TD-BASE-METROLOGY","","MISSING_DESIGN","INS-003|INS-045|INS-046|INS-047|INS-048","Voltage drop; current; polarity; fuse and thermal tests pass under reviewed load","Reference meter and known load; independent polarity check","MISSING_SCHEMATIC_BOM","EXACT_VOLTAGES_AND_SITE_REQUIRED","Electronic waste and batteries separated","Unknown battery; overcurrent; hot connector; damaged insulation; mains coupling","Connector inspection; fuse stock; cable and adapter spares","Преемник assembles only low-energy approved branch and tests polarity","Schematic; BOM; calculations; thermal test; review","MISSING","MISSING","DENY","Does not authorize high-current battery construction","0.5-draft"
